hh_id,day_weight,cms_zone,survey_mode,person_id,person_num,day_num,travel_date,travel_date_dow,day_is_complete,made_trips,num_trips,num_complete_trip_surveys,num_deleted_trips,no_travel_capture,no_travel_no_work,no_travel_telework,no_travel_housework,no_travel_kids_break,no_travel_no_transport,no_travel_sick,no_travel_delivery,no_travel_homeschool,no_travel_weather,no_travel_other,deliver_prepared,deliver_service,deliver_food,deliver_package_home,deliver_package_work,deliver_package_locker,deliver_other,deliver_none,shop_online,telecommute_time
19976134,13.49094,Middle Queens,1,1997613401,1,2,06/05/2019,3,1,1,8,8,0,995,995,995,995,995,995,995,995,995,995,995,0,0,0,0,1,0,0,0,2,3.75
19976134,13.49094,Middle Queens,1,1997613401,1,1,06/04/2019,2,1,1,8,8,0,995,995,995,995,995,995,995,995,995,995,995,0,0,0,0,0,0,0,1,2,0
19334157,198.27639,Middle Queens,1,1933415701,1,7,06/13/2019,4,1,1,3,3,0,995,995,995,995,995,995,995,995,995,995,995,0,0,0,0,0,0,0,1,2,0
19334157,198.27639,Middle Queens,1,1933415701,1,6,06/12/2019,3,1,1,2,2,0,995,995,995,995,995,995,995,995,995,995,995,0,0,0,0,0,0,0,1,2,0
19334157,198.27639,Middle Queens,1,1933415701,1,5,06/11/2019,2,1,1,1,1,0,995,995,995,995,995,995,995,995,995,995,995,1,0,0,0,0,0,0,0,1,0
19334157,198.27639,Middle Queens,1,1933415701,1,4,06/10/2019,1,1,1,2,2,0,995,995,995,995,995,995,995,995,995,995,995,0,0,0,1,0,0,0,0,2,0
19334157,198.27639,Middle Queens,1,1933415701,1,3,06/09/2019,7,1,1,4,4,0,995,995,995,995,995,995,995,995,995,995,995,0,0,0,0,0,0,0,1,2,0
19334157,198.27639,Middle Queens,1,1933415701,1,2,06/08/2019,6,1,1,1,1,0,995,995,995,995,995,995,995,995,995,995,995,0,0,0,0,0,0,0,1,2,0
19334157,198.27639,Middle Queens,1,1933415701,1,1,06/07/2019,5,1,1,3,3,0,995,995,995,995,995,995,995,995,995,995,995,0,0,0,0,0,0,0,1,2,0
19933569,13.27505,Middle Queens,1,1993356901,1,7,06/12/2019,3,1,1,6,6,0,995,995,995,995,995,995,995,995,995,995,995,0,0,0,0,0,0,0,1,2,0
19933569,13.27505,Middle Queens,1,1993356901,1,6,06/11/2019,2,1,1,4,4,0,995,995,995,995,995,995,995,995,995,995,995,0,0,0,0,0,0,0,1,1,0
19933569,13.27505,Middle Queens,1,1993356901,1,5,06/10/2019,1,1,1,2,2,0,995,995,995,995,995,995,995,995,995,995,995,0,0,0,0,0,0,0,1,2,0
19933569,13.27505,Middle Queens,1,1993356901,1,4,06/09/2019,7,1,1,8,8,0,995,995,995,995,995,995,995,995,995,995,995,0,0,0,0,0,0,0,1,2,0
19933569,13.27505,Middle Queens,1,1993356901,1,3,06/08/2019,6,1,1,3,3,0,995,995,995,995,995,995,995,995,995,995,995,0,0,0,0,0,0,0,1,2,0
19933569,13.27505,Middle Queens,1,1993356901,1,2,06/07/2019,5,1,1,2,2,0,995,995,995,995,995,995,995,995,995,995,995,0,0,0,0,0,0,0,1,2,0
19933569,13.27505,Middle Queens,1,1993356901,1,1,06/06/2019,4,1,1,5,5,0,995,995,995,995,995,995,995,995,995,995,995,0,0,0,0,0,0,0,1,2,0
19577146,246.35993,Middle Queens,1,1957714601,1,7,06/17/2019,1,1,1,4,4,0,995,995,995,995,995,995,995,995,995,995,995,0,0,0,0,0,0,0,1,1,0
19577146,246.35993,Middle Queens,1,1957714601,1,6,06/16/2019,7,1,1,3,3,0,995,995,995,995,995,995,995,995,995,995,995,0,0,0,0,0,0,0,1,2,0
19577146,246.35993,Middle Queens,1,1957714601,1,5,06/15/2019,6,1,1,3,3,0,995,995,995,995,995,995,995,995,995,995,995,0,0,0,0,0,0,0,1,2,0
19577146,246.35993,Middle Queens,1,1957714601,1,4,06/14/2019,5,1,1,6,6,0,995,995,995,995,995,995,995,995,995,995,995,0,0,0,1,0,0,0,0,2,0
19577146,246.35993,Middle Queens,1,1957714601,1,3,06/13/2019,4,1,1,6,6,0,995,995,995,995,995,995,995,995,995,995,995,0,0,0,0,0,0,0,1,2,0
19577146,246.35993,Middle Queens,1,1957714601,1,2,06/12/2019,3,1,1,6,6,0,995,995,995,995,995,995,995,995,995,995,995,0,0,0,1,0,0,0,0,1,0
19577146,246.35993,Middle Queens,1,1957714601,1,1,06/11/2019,2,1,1,6,6,0,995,995,995,995,995,995,995,995,995,995,995,0,0,0,1,0,0,0,0,2,0
19242878,109.13122,Middle Queens,1,1924287801,1,7,06/19/2019,3,1,1,2,2,0,995,995,995,995,995,995,995,995,995,995,995,0,0,0,1,0,0,0,0,2,0
19242878,109.13122,Middle Queens,1,1924287801,1,6,06/18/2019,2,1,1,2,2,0,995,995,995,995,995,995,995,995,995,995,995,0,0,0,0,0,0,0,1,1,0
19242878,109.13122,Middle Queens,1,1924287801,1,5,06/17/2019,1,1,1,4,4,0,995,995,995,995,995,995,995,995,995,995,995,0,0,0,0,0,0,0,1,2,0
19242878,109.13122,Middle Queens,1,1924287801,1,4,06/16/2019,7,1,1,5,5,0,995,995,995,995,995,995,995,995,995,995,995,0,0,0,0,0,0,0,1,2,0
19242878,109.13122,Middle Queens,1,1924287801,1,3,06/15/2019,6,1,1,5,5,0,995,995,995,995,995,995,995,995,995,995,995,0,0,0,1,0,0,0,0,2,0
19242878,109.13122,Middle Queens,1,1924287801,1,2,06/14/2019,5,1,1,6,6,0,995,995,995,995,995,995,995,995,995,995,995,0,0,0,1,0,0,0,0,2,0
19242878,109.13122,Middle Queens,1,1924287801,1,1,06/13/2019,4,1,1,2,2,0,995,995,995,995,995,995,995,995,995,995,995,0,0,0,1,0,1,0,0,2,0
19817299,23.49324,Middle Queens,1,1981729901,1,7,06/22/2019,6,1,1,7,7,0,995,995,995,995,995,995,995,995,995,995,995,0,0,0,1,0,0,0,0,2,0
19817299,0,Middle Queens,1,1981729901,1,6,06/21/2019,5,0,1,11,9,2,995,995,995,995,995,995,995,995,995,995,995,0,0,0,1,0,0,0,0,2,0
19817299,0,Middle Queens,1,1981729901,1,5,06/20/2019,4,0,1,6,5,1,995,995,995,995,995,995,995,995,995,995,995,0,0,0,1,0,0,0,0,2,0
19817299,23.49324,Middle Queens,1,1981729901,1,4,06/19/2019,3,1,1,7,7,0,995,995,995,995,995,995,995,995,995,995,995,0,0,0,1,0,0,0,0,2,0
19817299,23.49324,Middle Queens,1,1981729901,1,3,06/18/2019,2,1,1,12,12,0,995,995,995,995,995,995,995,995,995,995,995,0,0,0,1,0,0,0,0,1,0
19817299,0,Middle Queens,1,1981729901,1,2,06/17/2019,1,0,1,4,2,2,995,995,995,995,995,995,995,995,995,995,995,0,0,0,1,0,0,0,0,2,0
19817299,23.49324,Middle Queens,1,1981729901,1,1,06/16/2019,7,1,1,1,1,0,995,995,995,995,995,995,995,995,995,995,995,0,0,0,0,0,0,0,1,2,0
19144567,242.39678,Northern Bronx,1,1914456701,1,7,06/07/2019,5,1,1,3,3,0,995,995,995,995,995,995,995,995,995,995,995,0,0,0,0,0,0,0,1,1,6.5
19144567,242.39678,Northern Bronx,1,1914456701,1,6,06/06/2019,4,1,1,3,3,0,995,995,995,995,995,995,995,995,995,995,995,0,0,0,0,0,0,0,1,2,6.5
19144567,242.39678,Northern Bronx,1,1914456701,1,5,06/05/2019,3,1,1,1,1,0,995,995,995,995,995,995,995,995,995,995,995,0,0,0,1,0,0,0,0,2,6.5
19144567,242.39678,Northern Bronx,1,1914456701,1,4,06/04/2019,2,1,1,2,2,0,995,995,995,995,995,995,995,995,995,995,995,0,0,0,1,0,0,0,0,2,6.5
19144567,242.39678,Northern Bronx,1,1914456701,1,3,06/03/2019,1,1,1,3,3,0,995,995,995,995,995,995,995,995,995,995,995,0,0,0,0,0,0,0,1,1,6.75
19144567,242.39678,Northern Bronx,1,1914456701,1,2,06/02/2019,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
19144567,242.39678,Northern Bronx,1,1914456701,1,1,06/01/2019,6,1,1,9,9,0,995,995,995,995,995,995,995,995,995,995,995,0,0,0,0,0,0,0,1,2,0
19759230,15.02451,Northern Bronx,1,1975923001,1,7,06/08/2019,6,1,1,2,2,0,995,995,995,995,995,995,995,995,995,995,995,0,0,0,0,0,0,0,1,2,
19759230,15.02451,Northern Bronx,1,1975923001,1,6,06/07/2019,5,1,1,2,2,0,995,995,995,995,995,995,995,995,995,995,995,0,0,0,0,0,0,0,1,2,
19759230,15.02451,Northern Bronx,1,1975923001,1,5,06/06/2019,4,1,1,2,2,0,995,995,995,995,995,995,995,995,995,995,995,0,0,0,0,0,0,0,1,2,
19759230,15.02451,Northern Bronx,1,1975923001,1,4,06/05/2019,3,1,1,3,3,0,995,995,995,995,995,995,995,995,995,995,995,0,0,0,1,0,0,0,0,2,
19759230,15.02451,Northern Bronx,1,1975923001,1,3,06/04/2019,2,1,1,3,3,0,995,995,995,995,995,995,995,995,995,995,995,0,0,0,1,0,0,0,0,2,
19759230,15.02451,Northern Bronx,1,1975923001,1,2,06/03/2019,1,1,1,2,2,0,995,995,995,995,995,995,995,995,995,995,995,0,0,0,0,0,0,0,1,2,
19759230,15.02451,Northern Bronx,1,1975923001,1,1,06/02/2019,7,1,1,2,2,0,995,995,995,995,995,995,995,995,995,995,995,0,0,0,0,0,0,0,1,2,
19911992,14.08837,Northern Bronx,1,1991199201,1,7,06/14/2019,5,1,1,5,5,0,995,995,995,995,995,995,995,995,995,995,995,0,0,0,0,0,0,0,1,2,0
19911992,14.08837,Northern Bronx,1,1991199201,1,6,06/13/2019,4,1,1,4,4,0,995,995,995,995,995,995,995,995,995,995,995,0,0,0,0,0,0,0,1,2,0
19911992,14.08837,Northern Bronx,1,1991199201,1,5,06/12/2019,3,1,1,5,5,0,995,995,995,995,995,995,995,995,995,995,995,0,0,0,0,0,0,0,1,2,0
19911992,14.08837,Northern Bronx,1,1991199201,1,4,06/11/2019,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0
19911992,14.08837,Northern Bronx,1,1991199201,1,3,06/10/2019,1,1,1,2,2,0,995,995,995,995,995,995,995,995,995,995,995,0,0,0,0,1,0,0,0,2,0
19911992,14.08837,Northern Bronx,1,1991199201,1,2,06/09/2019,7,1,1,6,6,0,995,995,995,995,995,995,995,995,995,995,995,0,0,0,0,0,0,0,1,2,0
19911992,14.08837,Northern Bronx,1,1991199201,1,1,06/08/2019,6,1,1,4,4,0,995,995,995,995,995,995,995,995,995,995,995,0,0,0,0,0,0,0,1,2,0
19453139,14.93029,Northern Bronx,1,1945313901,1,7,05/31/2019,5,1,1,11,11,0,995,995,995,995,995,995,995,995,995,995,995,0,0,0,0,0,0,0,1,2,0
19453139,14.93029,Northern Bronx,1,1945313901,1,6,05/30/2019,4,1,1,4,4,0,995,995,995,995,995,995,995,995,995,995,995,0,0,0,0,1,0,0,0,2,0
19453139,14.93029,Northern Bronx,1,1945313901,1,5,05/29/2019,3,1,1,4,4,0,995,995,995,995,995,995,995,995,995,995,995,0,0,0,0,1,0,0,0,1,0
19453139,14.93029,Northern Bronx,1,1945313901,1,4,05/28/2019,2,1,1,6,6,0,995,995,995,995,995,995,995,995,995,995,995,0,0,0,0,1,0,0,0,2,1
19453139,14.93029,Northern Bronx,1,1945313901,1,3,05/27/2019,1,1,1,7,7,0,995,995,995,995,995,995,995,995,995,995,995,0,0,0,0,0,0,0,1,2,0.5
19453139,14.93029,Northern Bronx,1,1945313901,1,2,05/26/2019,7,1,1,2,2,0,995,995,995,995,995,995,995,995,995,995,995,1,0,0,0,0,0,0,0,2,0
19453139,14.93029,Northern Bronx,1,1945313901,1,1,05/25/2019,6,1,1,2,2,0,995,995,995,995,995,995,995,995,995,995,995,0,0,0,0,0,0,0,1,2,0
19464444,247.0097,Northern Bronx,1,1946444401,1,7,06/10/2019,1,1,1,2,2,0,995,995,995,995,995,995,995,995,995,995,995,0,0,0,0,0,0,0,1,2,
19464444,0,Northern Bronx,1,1946444401,1,6,06/09/2019,7,0,0,0,0,0,-9998,-9998,-9998,-9998,-9998,-9998,-9998,-9998,-9998,-9998,-9998,0,0,0,0,0,0,0,1,2,
19464444,247.0097,Northern Bronx,1,1946444401,1,5,06/08/2019,6,1,1,11,11,0,995,995,995,995,995,995,995,995,995,995,995,0,0,0,0,0,0,0,1,2,
19464444,247.0097,Northern Bronx,1,1946444401,1,4,06/07/2019,5,1,1,10,10,0,995,995,995,995,995,995,995,995,995,995,995,0,0,0,0,0,0,0,1,1,
19464444,247.0097,Northern Bronx,1,1946444401,1,3,06/06/2019,4,1,1,5,5,0,995,995,995,995,995,995,995,995,995,995,995,0,0,0,1,0,0,0,0,1,
19464444,247.0097,Northern Bronx,1,1946444401,1,2,06/05/2019,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,
19464444,247.0097,Northern Bronx,1,1946444401,1,1,06/04/2019,2,1,1,8,8,0,995,995,995,995,995,995,995,995,995,995,995,0,0,0,0,0,0,0,1,1,
19508764,0,Northern Bronx,1,1950876401,1,7,06/16/2019,7,0,1,7,6,1,995,995,995,995,995,995,995,995,995,995,995,0,0,0,0,0,0,0,1,2,0
19508764,0,Northern Bronx,1,1950876401,1,6,06/15/2019,6,0,1,9,8,1,995,995,995,995,995,995,995,995,995,995,995,0,0,0,0,0,0,0,1,2,0
19508764,21.03184,Northern Bronx,1,1950876401,1,5,06/14/2019,5,1,1,5,5,0,995,995,995,995,995,995,995,995,995,995,995,0,0,0,0,0,0,0,1,2,0
19508764,21.03184,Northern Bronx,1,1950876401,1,4,06/13/2019,4,1,1,5,5,0,995,995,995,995,995,995,995,995,995,995,995,0,0,0,0,0,0,0,1,1,0
